nct_id,overallStatus,study_type,why_stopped
NCT03017014,TERMINATED,OBSERVATIONAL,Low enrollment
NCT03017040,TERMINATED,INTERVENTIONAL,Not enough research staff
NCT03017105,TERMINATED,INTERVENTIONAL,Logistical difficulties leading to an extremely slow recruitment rate
NCT03017287,TERMINATED,INTERVENTIONAL,Poor accrual
NCT03017547,WITHDRAWN,INTERVENTIONAL,seeking funding
NCT03017612,TERMINATED,INTERVENTIONAL,Change of inlay from no bevel to bevel design
NCT03017898,SUSPENDED,INTERVENTIONAL,"Study halted due to lower success rates than expected, under evaluation, will potentially resume at a later date."
NCT03018067,TERMINATED,INTERVENTIONAL,Sponsor stopped program\]
NCT03018106,TERMINATED,INTERVENTIONAL,Obstacles with recruitment
NCT03018704,TERMINATED,INTERVENTIONAL,In ability to recruit
NCT03019094,WITHDRAWN,INTERVENTIONAL,Sponsor decision
NCT03019107,TERMINATED,INTERVENTIONAL,Unable to meet enrollment goal
NCT03019120,WITHDRAWN,INTERVENTIONAL,"Due to administrative reasons, it was not possible to enroll subjects."
NCT03019159,WITHDRAWN,OBSERVATIONAL,Support funding of the regional health authority stopped
NCT03019588,TERMINATED,INTERVENTIONAL,Business Reasons
NCT03020121,TERMINATED,INTERVENTIONAL,Lower than anticipated rate of subject enrollment
NCT03020264,TERMINATED,INTERVENTIONAL,COVID-19
NCT03020446,TERMINATED,INTERVENTIONAL,Provider of product no longer wished to continue with site. No data available.
NCT03020472,TERMINATED,INTERVENTIONAL,Due to low enrollment
NCT03020563,WITHDRAWN,INTERVENTIONAL,no longer necessary
NCT03020784,TERMINATED,INTERVENTIONAL,The study was terminated on 16JUN2017 for safety reasons
NCT03020797,TERMINATED,INTERVENTIONAL,1) Enrolment below study target and 2) too many subjects had early termination due to disease progression.
NCT03020823,TERMINATED,INTERVENTIONAL,withdrawal by sponsor
NCT03020927,SUSPENDED,INTERVENTIONAL,Currently do not have resources/staff to enroll new participants.
NCT03021083,WITHDRAWN,INTERVENTIONAL,Contract not reached with sponsor
NCT03021252,TERMINATED,INTERVENTIONAL,Because of the SARS-COV2 pandemic. Recruitment stopped at 48 patients
NCT03021395,SUSPENDED,INTERVENTIONAL,The previous data needs to be analyzed.
NCT03021538,TERMINATED,OBSERVATIONAL,Failure to enroll
NCT03021590,WITHDRAWN,INTERVENTIONAL,No Participants Enrolled
NCT03021616,TERMINATED,INTERVENTIONAL,Results from sister study at University of the Pacific were conclusive.
NCT03021915,SUSPENDED,INTERVENTIONAL,"OvaScience, Inc. is no longer study sponsor as it is undergoing a merger. Follow-up will be conducted by sponsor-investigator Dr. Bob Casper."
NCT03021941,WITHDRAWN,INTERVENTIONAL,"In a communication dated June 12, 2019 the FDA has released Pfizer from the Postmarketing Commitment (PMC 2767-2) that was associated with study B3031003."
NCT03022019,TERMINATED,INTERVENTIONAL,Futility
NCT03022565,WITHDRAWN,INTERVENTIONAL,Investigator Decision
NCT03022578,TERMINATED,INTERVENTIONAL,Slow accrual
NCT03022630,TERMINATED,INTERVENTIONAL,slow enrollment
NCT03022656,SUSPENDED,INTERVENTIONAL,COVID Pandemic
NCT03022838,TERMINATED,INTERVENTIONAL,The study was terminated prematurely due to poor recruitment.
NCT03022877,WITHDRAWN,INTERVENTIONAL,Rationale obsolete
NCT03023072,TERMINATED,OBSERVATIONAL,Site no longer met criteria
NCT03023397,TERMINATED,INTERVENTIONAL,Lack of funding
NCT03023527,TERMINATED,INTERVENTIONAL,Safety
NCT03023657,TERMINATED,INTERVENTIONAL,difficulties to realize the protocol
NCT03023709,TERMINATED,INTERVENTIONAL,Due to the ACIP guidelines halting the use of LAIV
NCT03023813,TERMINATED,INTERVENTIONAL,Study was terminated on 2/17/2021 due to on-going and uncertain nature of COVID-19 pandemic; this was not a suspension of IRB approval.
NCT03023904,WITHDRAWN,INTERVENTIONAL,Research cancelled
NCT03024060,WITHDRAWN,INTERVENTIONAL,Study withdrawn due to corporate business decision
NCT03024177,WITHDRAWN,INTERVENTIONAL,Study is withdrawn due to company decision
NCT03024372,WITHDRAWN,INTERVENTIONAL,Study did not get started. Investigator is no longer at this institution
NCT03024437,SUSPENDED,INTERVENTIONAL,Major review underway
NCT03024632,WITHDRAWN,OBSERVATIONAL,Closed study. Study is retrospective in nature and never enrolled any subjects.
NCT03024944,WITHDRAWN,INTERVENTIONAL,18F-THK5351 was reported non-specific binding of MAO receptors.
NCT03024996,TERMINATED,INTERVENTIONAL,"The sponsor decided to terminate this study before the protocol-defined end-of-study, as permitted per protocol."
NCT03025152,TERMINATED,INTERVENTIONAL,High attrition rate up to 37.7% at one year's follow-up
NCT03025386,TERMINATED,INTERVENTIONAL,inclusions stopped
NCT03025412,TERMINATED,INTERVENTIONAL,recruitment difficulties due to recently introduced new surgical procedure
NCT03025425,TERMINATED,INTERVENTIONAL,Difficulty in finding suitable patients
NCT03025464,TERMINATED,INTERVENTIONAL,Study was discontinued prematurely due to funding insecurity
NCT03025529,TERMINATED,INTERVENTIONAL,Investigator leaving institution
NCT03026023,WITHDRAWN,INTERVENTIONAL,moved forward with another protocol utilizing pan genotypic treatment once it became commercially available and FDA approved
NCT03026049,TERMINATED,INTERVENTIONAL,it was not possible to recruit the required amount of participants within a reseanable timefram.
NCT03026088,TERMINATED,INTERVENTIONAL,"Limited beta-blocker naive participants among newly diagnosed heart failure participants, which led barrier to the recruitments."
NCT03026101,SUSPENDED,INTERVENTIONAL,IRB approval has elapsed effective 9/20/2023. Uncertain as to whether study will continue. Would need to receive continuing IRB approval by 3/2024. Until a determination has been made Primary and Study Completion Dates have been pushed out.
NCT03026166,TERMINATED,INTERVENTIONAL,Enrollment was stopped after the dose-limiting toxicity (DLT) evaluation phase of Cohort 2.
NCT03026192,TERMINATED,OBSERVATIONAL,not enough patients enrolled in study
NCT03026231,WITHDRAWN,INTERVENTIONAL,study will be started under a new modified protocol
NCT03026647,WITHDRAWN,OBSERVATIONAL,Not moving forward staff shortage
NCT03026673,WITHDRAWN,OBSERVATIONAL,staff shortage
NCT03026686,TERMINATED,OBSERVATIONAL,Insufficient personel
NCT03026803,TERMINATED,INTERVENTIONAL,"Due to Sorafenib became first line treatment for HCC, the designed treatment became less competitive. The company Sanofi decided not to continue to support"
NCT03026829,TERMINATED,INTERVENTIONAL,Number of subjects could not be achieved due to slow recruitment
NCT03027076,WITHDRAWN,OBSERVATIONAL,Funding for project not secured
NCT03027323,WITHDRAWN,INTERVENTIONAL,Study not funded; no participants enrolled
NCT03027401,WITHDRAWN,OBSERVATIONAL,closed by PI and FDA
NCT03027635,TERMINATED,INTERVENTIONAL,Slow recruitment and limited funding. The treatment intervention is instituted in clinical practice as and end-stage treatment option at hospitals in Denmark
NCT03027700,TERMINATED,INTERVENTIONAL,Inadequate recruitment
NCT03027804,WITHDRAWN,OBSERVATIONAL,This study has been changed in systematic review and meta-analysis
NCT03027934,WITHDRAWN,INTERVENTIONAL,Study population difficult to recruit
NCT03027973,WITHDRAWN,INTERVENTIONAL,PI made the decision to not continue the study. It was at the Health Canada review stage.
NCT03028012,TERMINATED,INTERVENTIONAL,Poor enrollment.
NCT03028129,TERMINATED,INTERVENTIONAL,Interim analysis showed efficacy less than 2.5%.
NCT03028272,WITHDRAWN,INTERVENTIONAL,Lack of qualified participants
NCT03028324,TERMINATED,INTERVENTIONAL,Difficulty recruiting participants and lost personnel.
NCT03028571,WITHDRAWN,INTERVENTIONAL,The investigators decided not to perform the study. No participants have been enrolled.
NCT03028740,TERMINATED,INTERVENTIONAL,This study was terminated early due to lack of efficacy based on the results of the planned interim analysis of Part 1 data.
NCT03028753,WITHDRAWN,INTERVENTIONAL,study coordinator left / no other current resources to complete
NCT03028805,TERMINATED,INTERVENTIONAL,Trend toward increased readmissions in the auto-delivery arm.
NCT03028909,WITHDRAWN,INTERVENTIONAL,Study is withdrawn due to company decision.
NCT03028987,TERMINATED,INTERVENTIONAL,LAIV was no longer recommended by ACIP
NCT03029000,TERMINATED,INTERVENTIONAL,Study was terminated due to low enrollment
NCT03029104,TERMINATED,INTERVENTIONAL,Sufficient clinical results obtained to support study endpoints.
NCT03029351,TERMINATED,INTERVENTIONAL,termination by sponsor
NCT03029416,WITHDRAWN,INTERVENTIONAL,PRMC Administrative Disapproval - Slow accrual
NCT03029442,TERMINATED,INTERVENTIONAL,Study ended early due to COVID-19
NCT03029585,TERMINATED,INTERVENTIONAL,Business reasons
NCT03029611,TERMINATED,INTERVENTIONAL,Terminated due to lack of funding
NCT03029832,TERMINATED,INTERVENTIONAL,The study was prematurely terminated due to slow patient accrual and discontinuation of clinical development of MOXR0916 due to Sponsor's strategic priorities.
NCT03029845,TERMINATED,INTERVENTIONAL,The funding ended.
NCT03029871,WITHDRAWN,INTERVENTIONAL,No participants were enrolled
NCT03029923,WITHDRAWN,INTERVENTIONAL,Funding for this pilot transitioned into funding for a fully powered study.
NCT03029988,TERMINATED,INTERVENTIONAL,Lack of effect in Cohort 1
NCT03030131,TERMINATED,INTERVENTIONAL,Definitive discontinuation according to safety monitoring of death from the 46th patient onwards.
NCT03030326,WITHDRAWN,INTERVENTIONAL,"No funding to hire staff, could not find student to do project"
NCT03031080,WITHDRAWN,INTERVENTIONAL,Intervention (Xiapex) was removed from the market
NCT03031132,SUSPENDED,INTERVENTIONAL,Transferring study to another University
NCT03031145,WITHDRAWN,INTERVENTIONAL,Lack of funding
NCT03031340,TERMINATED,INTERVENTIONAL,Incidence of AE
NCT03031821,TERMINATED,INTERVENTIONAL,Manufacturer discontinued the production of study drugs.
NCT03031964,TERMINATED,OBSERVATIONAL,"Closed the single investigator initiated study at request of Stryker, to begin collecting as a multicenter study."
NCT03032042,WITHDRAWN,INTERVENTIONAL,We were not able to secure IRB approval in the timeline necessary to do this study.
NCT03032081,WITHDRAWN,INTERVENTIONAL,"PI relocated, unable to complete the study. No replacement PI identified."
NCT03032198,TERMINATED,INTERVENTIONAL,Revision to over all corporate strategy
NCT03032211,WITHDRAWN,INTERVENTIONAL,Change in company strategy
NCT03032263,TERMINATED,INTERVENTIONAL,Not enough participants enrolled
NCT03032432,WITHDRAWN,INTERVENTIONAL,Principle Investigator is no longer at Loma Linda University Medical Center
NCT03032471,TERMINATED,OBSERVATIONAL,COVID-restrictions on clinical research in Switzerland
NCT03032536,TERMINATED,INTERVENTIONAL,Sponsor decision.
NCT03032614,WITHDRAWN,INTERVENTIONAL,Lack of funding
NCT03033017,WITHDRAWN,OBSERVATIONAL,Funding c hange
NCT03033316,TERMINATED,INTERVENTIONAL,Patient enrolment issues
NCT03033511,TERMINATED,INTERVENTIONAL,Independent Data Monitoring Committee recommendation
NCT03033862,WITHDRAWN,OBSERVATIONAL,Stent taken off market due to safety concerns
NCT03034083,WITHDRAWN,OBSERVATIONAL,No subjects recruited
NCT03034109,TERMINATED,INTERVENTIONAL,Negative interim analysis.
NCT03034161,WITHDRAWN,OBSERVATIONAL,lack of funding
NCT03034213,TERMINATED,INTERVENTIONAL,Cease of Funding
NCT03034317,WITHDRAWN,INTERVENTIONAL,No participants enrolled
NCT03034421,TERMINATED,INTERVENTIONAL,difficult patient recruitment
NCT03034512,TERMINATED,OBSERVATIONAL,Research focus has changed.
NCT03034538,SUSPENDED,INTERVENTIONAL,Site staffing
NCT03034551,WITHDRAWN,INTERVENTIONAL,Insufficient recruitment
NCT03034564,TERMINATED,INTERVENTIONAL,Site staffing
NCT03034733,TERMINATED,INTERVENTIONAL,Principal investigator (M.K.) left for another workplace. Patient recruitment more difficult than expected.
NCT03034759,WITHDRAWN,INTERVENTIONAL,Investigator has moved to another institution
NCT03034902,TERMINATED,INTERVENTIONAL,The collaborating investigator has moved and cannot collect further data.
NCT03035006,TERMINATED,INTERVENTIONAL,Current study design couldn't support futher development on this indication.
NCT03035227,TERMINATED,INTERVENTIONAL,Investigator left Institution.
NCT03035279,TERMINATED,INTERVENTIONAL,Strategic considerations
NCT03035357,WITHDRAWN,INTERVENTIONAL,PI's Request
NCT03035578,WITHDRAWN,INTERVENTIONAL,research project has been abandoned primarily because of the excessive delays associated with past challenges in obtaining approval from Health Canada
NCT03035630,WITHDRAWN,INTERVENTIONAL,Principal investigator left lead institution and efforts to open the protocol at another institution were not successful.
NCT03035734,WITHDRAWN,INTERVENTIONAL,Business objectives have changed
NCT03035838,WITHDRAWN,INTERVENTIONAL,Alternate study commenced using different drug
NCT03036046,WITHDRAWN,INTERVENTIONAL,Study no longer required
NCT03036111,SUSPENDED,INTERVENTIONAL,Unavailability of Triembutine maleate
NCT03036566,TERMINATED,INTERVENTIONAL,Loss of funding due to COVID-19
NCT03036579,TERMINATED,INTERVENTIONAL,"COVID, loss of funding"
NCT03036735,TERMINATED,INTERVENTIONAL,Sponsor withdrew funds
NCT03036826,WITHDRAWN,OBSERVATIONAL,due to organisational changes
NCT03036878,TERMINATED,INTERVENTIONAL,Closed for lack of enrollment
NCT03037268,WITHDRAWN,OBSERVATIONAL,Device is no longer available
NCT03037450,TERMINATED,INTERVENTIONAL,"The reasons for stopping the research are :

* Inclusion difficulties (demanding inclusion and exclusion criteria),
* The Covid-19 pandemic"
NCT03037554,TERMINATED,INTERVENTIONAL,"Technical difficulties with ambulatory equipment led to unacceptably high levels of data loss. As we would have had to suspend data collection under Covid precautions in any case, we decided to terminate in March of this year."
NCT03037580,TERMINATED,INTERVENTIONAL,Terminated by sponsor
NCT03037593,WITHDRAWN,INTERVENTIONAL,Failure to recruit adequate patients
NCT03037645,TERMINATED,INTERVENTIONAL,"Phase 1b portion completed. Sponsor decided not to proceed with P2 portion of study. Vecabrutinib was very well tolerated, there was insufficient evidence of activity at the doses tested in the Phase 1b to advance to Phase 2."
NCT03037736,WITHDRAWN,INTERVENTIONAL,Funding not received.
NCT03038009,WITHDRAWN,INTERVENTIONAL,A new registration has been submitted due to a redesign of the study protocol.
NCT03038191,TERMINATED,OBSERVATIONAL,Sponsor stopped funding
NCT03038243,WITHDRAWN,INTERVENTIONAL,Lack of funding
NCT03038477,WITHDRAWN,INTERVENTIONAL,Cancelled by PI
NCT03038750,TERMINATED,OBSERVATIONAL,"The delay due to suspending the study due to covid, subsequent problems in synthesis, supply and yield of BQ123, prevented completion of the study as planned."
NCT03038828,TERMINATED,INTERVENTIONAL,Insufficient enrollment
NCT03038971,TERMINATED,INTERVENTIONAL,Sponsor withdrew IND from FDA
NCT03038997,TERMINATED,OBSERVATIONAL,IRB approval expired
NCT03039127,TERMINATED,INTERVENTIONAL,Study was stopped in agreement with investigator due to slow recruitment.
NCT03039218,TERMINATED,INTERVENTIONAL,Commercial decision
NCT03039296,TERMINATED,OBSERVATIONAL,The low number of participants was enrolled in to the clinical trial
NCT03039517,WITHDRAWN,INTERVENTIONAL,staffing change and lack of resources to conduct the study.
NCT03039738,TERMINATED,INTERVENTIONAL,Medtronic shift in strategic direction for study device
NCT03039764,WITHDRAWN,INTERVENTIONAL,Paused due to COVID and the study has expired. The PI left the institution in 2021 and another PI has not been assigned.
NCT03039868,TERMINATED,OBSERVATIONAL,results were not as hypothesized
NCT03040024,TERMINATED,INTERVENTIONAL,Halted due to COVID 19; we believe we have adequate data for analysis
