overallstatus,study_type,lemmatize_text,nct_id,raw_text,trial_no_longer_needed,inadequate_study_design_or_study_redesign,efficacy,logistics,business_or_sponsor_reason,negligence_or_recommandation_of_legalities,organizational_issues,safety_ethics_aes,category,others,enrollment_related,pi_related,slow_accrual,funding_related,added_by_error,study_competition,covid-19_and_similar_epidemic_related,completed_early_or_truncated_completion
TERMINATED,INTERVENTIONAL,decision base upon strategic consideration impacting clinical development olaparib indication,NCT02561832,This decision was based upon strategic considerations impacting the clinical development of olaparib in this indication.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,not meet enrollment target phase,NCT02561897,Did not meet enrolment target for phase 1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study not able complete due covid pandemic,NCT02562092,The study was not able to be completed due to the COVID-19 pandemic.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WITHDRAWN,INTERVENTIONAL,due departure study staff lack interest potential patient sponsor investigator decide end study,NCT02562339,"Due to the departure of study staff and lack of interest by potential subjects and the sponsor, the investigators decided to end the study.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,change practice department,NCT02562417,Change of practice in the department,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,top line analysis indicate study fail achieve primary endpoint,NCT02562443,Top line analysis indicated that the study had failed to achieve its primary endpoint.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sufficient data verify primary endpoint,NCT02562534,There was sufficient data to verify the primary endpoint,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study never initiated never establish site or enrollment patient,NCT02562612,Study was never initiated. Never established sites or enrolled subjects.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,covid pandemic prevented continuation study visit,NCT02563015,Covid19 pandemic prevented continuation of study visits,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TERMINATED,INTERVENTIONAL,departure coordinate investigator another institution,NCT02563314,departure of the coordinating investigator from another institution,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,change study design cell line,NCT02563782,Changes to the study design and the cell line,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,logistical reason low enrollment,NCT02563964,Logistical reasons and slow recruitment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unable enrollment additional patient due transfer surgical service ortho sport medicine recruitable case another institution,NCT02563990,Unable to recruit additional patients due to transfer of surgical service (ortho sports medicine) and recruitable cases to another institution.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,patient patient able fully complete study procedure time study close due low enrollment number,NCT02564016,"Of 36 participants only 8 participants able to fully complete the study procedures. At this time, the study will be closed due to poor enrollment numbers.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,discover low prevalence patent foramen ovale compare theoretical around,NCT02564133,We have discovered a too low prevalence of Patent Foramen Ovale compared to the theoretical % of around 20-25%.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,since trial start january patient could recruited plan date end follow period consideration fact enrollment plan patient not possible within reasonable enrollment period,NCT02564380,Since trial start in Jan. 2016 only 41 patients could be recruited until planned date of end of follow up period. Under consideration of this fact the recruitment of the planned 130 patients was not possible within a reasonable recruitment period.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
SUSPENDED,OBSERVATIONAL,study remain voluntary hold,NCT02564484,this study remains on voluntary hold,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,lack fund follow full fda clinical hold,NCT02564536,Lack of funding following full FDA clinical hold,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment goal not meet efficient timeframe,NCT02564887,Enrollment goals not met in efficient timeframe.,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,recommendation interim analysis,NCT02565745,Recommendation after interim analysis,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,protocol qualifies not human patient research,NCT02566161,protocol qualifies as not human subjects research,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,data collection halt not enrollment patient,NCT02566278,Data collection has been halted. We are not recruiting any more subjects.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,assessing feasibility,NCT02566421,Assessing Feasibility,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,improve algorithm result propose redesign detection system complete new trial plan,NCT02566499,"Improved algorithms have resulted in a proposed redesign of detection system. Once completed, a new trial will be planned.",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,due introduction another integrase inhibitor enrollment not feasible anymore,NCT02566707,"due to introduction of another integrase inhibitor, recruitement was not feasible anymore.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate takeda due discomfort observed study patient csf collection procedure part study,NCT02566759,The study was terminated by Takeda due to the discomfort observed in the study participants from the CSF collection procedure in Part 3 of the study.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,withdrawal fund cr uk due low enrollment,NCT02566811,Withdrawal of funding by CR UK due to poor recruitment,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,preliminary result acceptable investigator move attention different project,NCT02566850,"Preliminary results acceptable, investigators moved attention to different project",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TERMINATED,INTERVENTIONAL,study terminate due inability enrollment sufficient number require patient population,NCT02566889,Study was terminated due to the inability to enroll a sufficient number of the required subject population,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,lack human ressources,NCT02566941,Lack of human ressources,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,great difficulty encountered enrollment fear denozumab patient include since study start,NCT02567279,"Great difficulties were encountered during recruitment, for fear Denozumab. Only 2 patients have been included since the study start.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,other protocol move disapproved,NCT02567396,Other- Protocol moved to Disapproved,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fail accrual,NCT02567448,Failed to accrue,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,technology transfer,NCT02567578,Technology transfer,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,discontained development sym combination folfiri,NCT02568046,Discontinued development of Sym004 in combination with FOLFIRI,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,number patient underestimated implies reduction number patient require,NCT02568163,"The number of subjects were underestimated, which implies a reduction in the number of subjects required.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor pull fund relate enrollment pace,NCT02568618,Sponsor pulled funding related to enrollment pace.,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
SUSPENDED,INTERVENTIONAL,problem municipality choose suspend,NCT02568917,There was a problem with the municipality and they have choose to suspend it.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,change supply study medication,NCT02569125,Change in supply of study medication,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,fda or irb approve hospital administration vetoed study fear litigation preterm birth though electrical uterine pacemaker or ei not,NCT02569216,FDA/IRB approved but hospital administration vetoed the study fearing litigation of a preterm birth though the electrical uterine pacemaker/EI is not the cause.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,patient not recruited enough,NCT02569359,participants were not recruited enough,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,change benefit risk profile individual early sporadic alzheimer disease elevation liver enzyme patient receive atabecestat,NCT02569398,Change in benefit-risk profile for individuals with early sporadic Alzheimer Disease because of elevations in liver enzymes in subjects receiving atabecestat,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,high percentage patient drop study not able complete protocol,NCT02569437,A high percentage of patients were dropping out of the study and were not able to complete the protocol.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,reconsideration study design plan alternative protocol,NCT02569489,Reconsideration of Study Design; plan for alternative protocol,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigational drug celgosivir not develop due lack vc fund,NCT02569827,The investigational drug celgosivir will not be developed due to lack of VC funding.,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,trial halt prematurely due low accrual,NCT02569957,The trial was halted prematurely due to slow accrual.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,failure culture immunostaining technique aldh not allow main objective study meet,NCT02570100,The failures of the culture and immunostaining techniques for ALDH do not allow the main objective of the study to be met.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low enrollment short stay athome lack statistically power evaluation efficacy,NCT02570139,"Low enrollment, short stay; lacked statistically powered evaluation for efficacy.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,study terminate prior plan enrollment due low enrollment rate time fund study complete,NCT02570438,This study was terminated prior to its planned enrollment due to low recruitment rates at the time that the funding for the study was completed.,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,study primary aim no longer clinically impactful intrathecal morphine fall favor replace different agent outpatient or hr surgery predictably achievable,NCT02570503,"Study's primary aims are no longer clinically impactful, as intrathecal morphine has fallen out of favor and replaced with different agents so that outpatient/23 hr surgery is more predictably achievable.",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator decide stop study difficult proceed study,NCT02570529,Investigator decided to stop the study because it was difficult to proceed with the study.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,co investigator recipient fund project leave department unable complete study without co investigator,NCT02570763,The co-investigator and recipient of funding for the project left the department and we were unable to complete the study without her as a co-investigator.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,not enough accrual,NCT02570789,not enough accrual,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator decide focus current topic interest,NCT02571283,PI decided to focus on more current topics of interest.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,lack fund logistics conduct study complex,NCT02571322,Lack of funding; logistics of conducting study were very complex.,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,company desire allocate research development resource other clinical program decision not drive safety concern,NCT02571738,Company's desire to allocate more research and development resources to other clinical programs. Decision not driven by any safety concerns.,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,nimh terminate study,NCT02572206,NIMH terminated study,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,attrition rate complicate covid lead termination,NCT02572570,Attrition rate complicated by COVID-19 led to termination.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TERMINATED,INTERVENTIONAL,rate enrollment deem low study sponsor,NCT02572973,Rate of recruitment deemed insufficient by study sponsor,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study terminate investigator due inability accrual,NCT02573220,Study terminated by PI due to inability to accrue.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,lack accrual due compete study,NCT02573389,lack of accrual due to competing study,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
TERMINATED,INTERVENTIONAL,renewal pet or ct scanner low enrollment,NCT02573519,Renewal of PET/CT scanners and slow recruitment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low target engagement preclinical data,NCT02573740,Insufficient target engagement of ABT-957 (preclinical data),0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,franchise close no safety concern,NCT02573818,franchise closed; no safety concerns,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,suspect aes combination clarithromycin vcd bortezomib cyclophosphamide dexamethasone,NCT02573935,"Suspected side effects to the combination of clarithromycin and VCD (bortezomib, cyclophosphamide and dexamethasone)",0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,topic thesis project topic change,NCT02573961,This was a topic for a thesis project where the topic was changed,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,difficulty acquiring fresh tissue mastectomy specimen,NCT02574546,Difficulty acquiring fresh tissue from mastectomy specimens.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,no reportable finding possible investigator or co investigator unable enrollment patient study one patient consented not undergo study procedure,NCT02574611,No reportable findings are possible. The PI/Co-PI were unable to recruit participants for this study. One participant was consented but did not undergo any study procedure.,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty find patient complex retinal pathology enrollment study,NCT02574624,Difficulty in finding patients with complex retinal pathology to enroll in this study.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate business reason not due safety or efficacy concern,NCT02574637,Study was terminated for business reasons; not due to safety or efficacy concerns.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,plan surgical procedure decreased,NCT02574832,planned surgical procedures decreased,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,need update ind,NCT02574910,Need to update IND,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,stop rule,NCT02575066,stopping rule,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,funder decision,NCT02575339,Funder Decision,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop due low enrollment lack clinical activity,NCT02575807,Study was stopped due to low enrollment and lack of clinical activity.,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,sample size small evaluate clinical implication,NCT02575820,Sample size was too small to evaluate the clinical implications.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate early due neuropsychiatric serious aes report patient,NCT02576119,This study was terminated early due to neuropsychiatric serious adverse events reported by 2 participants.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study pause covid without ability initiate th arm study decision terminate study,NCT02576444,"The study was paused during COVID and without the ability to initiate the 4th arm in the study, the decision was to terminate the study in 2022.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TERMINATED,INTERVENTIONAL,unexpected event,NCT02577172,Unexpected events,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,lose interest current study,NCT02577367,Lost interest in current study,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,commercial distribution remedial system stop bulgaria,NCT02577445,Commercial distribution of the remedē System stopped by LivaNova.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,logistics reason data collection site,NCT02577653,Logistics reason at the data collection site,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,lack time personnel need complete study,NCT02577796,Lack of time and personnel needed to complete study,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,product withdrawal european market due stability data,NCT02577913,MA of product has been withdrawn from the European market due to stability data,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator decide close study without enrollment,NCT02578121,Investigator decided to close study without enrollment,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fund not available continue enrollment beyond study completion date,NCT02578147,Funding not available to continue enrollment beyond study completion date.,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
